file_name,value_per_atom
13_Ga2Sr,-0.533854310311091
25_Fe4Na8,1.6371448910768656
41_TaV5,0.0285429832034746
46_Cr3Sr,0.7330921242841102
51_Ag2Br2,-0.4385558393715043
57_Ga2Np,-0.2534501835418178
63_Cr2Sr2,0.7446481806535772
65_Al4P2,0.0048209866646065
66_CsSb,-0.1281485487240288
72_Ni4Ge4,-0.3244859129136115
78_Ni4Sb2,0.1770521249294952
79_Ag2Al6,0.0341048023002974
82_Al2Sn6,0.0934787482373256
87_AuMn3,0.2960059875718608
89_Ba2Ge2,-0.1168555505437622
96_Mn3Sn,0.1853687985945038
101_CrW3,0.0537844050765876
111_AgAl3,-0.0152064934718052
113_CsV,-0.1117365929441112
121_Fe12W12,0.1591388106529313
136_Cu6Pt4,-0.1196874372681321
145_Cu4Fe8,0.9290346282517644
146_RbRh,1.0519039009339617
147_Cu2Ni26,0.2677396298890073
154_Pd2Ta2,-0.3618708831950421
156_Cr10Nb6,0.3962055410731953
160_Ba2Pt2,-0.4579160620289459
161_Ni2Ta4,0.6395073564584782
162_FeAs3,0.0881821666677709
164_Mo3P,0.0756003152457989
165_Ni2Sn,-0.1054898433116857
184_W3Sb,0.6142879079802093
187_Ta2Ge2,0.1017352688524066
188_BiBr,-0.3222004881677978
199_Al2V,3.021478292177701
211_WSb,0.5521977096633099
214_PI,0.6761453129882056
216_Cr5Rh4,0.043413251064886
223_Pd12Ta18,-0.1882194332244068
230_Cu7Pt5,-0.1185395596556523
231_Ba3Ir,0.3315548688782104
235_PAs3,0.5081874789383827
245_AlRh2,-0.637019060757113
252_AuPt,1.1568970335132995
259_K2As2,-0.160004924188351
265_Pd16Ta14,-0.2155509804832832
266_Ag4Al4,-0.0171242730527843
274_CsBr,-1.85028031224608
278_Al12Sn4,0.1373679800708411
296_Ag2Ge2,0.173659045568022
322_Nb4V8,0.1597620642543861
323_TaYb,3.229303225683664
325_Fe5Ir,0.1523481086559973
328_Ba2In,-0.3119255525568878
331_VW2,-0.0937538236216634
334_Ba2Cu,0.0233477096016647
339_Na2Pt,0.0049673128952048
342_Ag3Ge,0.0800694173601241
343_TaGe3,0.210347076036002
344_Nb3W,-0.0274865342817491
354_CaCr3,0.7352797838408138
356_Ag3Ca,-0.1590576046828498
362_Au6Ga10,-0.0879386703295863
369_Ba3Sn,-0.3223431693894989
371_Ag14Ca4,-0.2682671116525693
375_Cu4Sn5,0.2151247137357125
381_Sb4Ge2,0.2403865894397162
383_Ni3Sm,-0.3299709059681639
462_Fe2Pb4,0.4720998800685994
463_Ni3Sb,0.0449342540232127
474_KAs3,0.0965459569694791
492_MoW3,-0.0002471644391786
498_Ge4Br5,0.2780708243690522
500_CuGe2,0.1805051598397303
502_In5Sn,-0.006264214339336
503_Sn2W,0.537531149489921
509_Pt3As,-0.0044009473790387
518_CaPb5,-0.1095779331682044
522_FeTh,0.1634547455125092
523_In2Sn,0.0836835249385252
532_AlPd,-0.2299419746504174
533_Ga12P17,0.0434574895154503
534_Ni2Sb2,-0.0458101554117664
540_V2Br,0.4320593342627887
546_As4Br,0.0467358917197771
551_Ca12P12,-0.942817899372234
566_NaPd3,0.0354355352941269
574_Ag2Al,-0.0620567473526894
581_BaPd3,-0.1696675891449359
583_InBr5,-0.2712177359377226
584_Ba3Fe,0.912948127235126
590_Sb4Ge2,0.2864570294892138
591_AlPd,-0.769562325120063
596_Cr6Ta18,0.2734942512328213
603_CrP7,0.6510238187764203
605_Fe4Mo16,0.753637950687812
606_Ni3Np,0.1401342863873935
612_NiTa2,0.3244954078270427
613_IrAs,0.2667370160346731
620_K2As2,0.3860607131950981
627_AuIr,1.8220014981525097
630_P4As,0.812091334973811
637_KAs2,-0.2475392953244745
644_Al2Pt2,-0.9206056344885516
651_Mo4P8,0.2062202022958482
658_AgAl5,-0.0043263235933051
660_Al3Ca,-0.0211971321280866
664_Al3Pd,-0.4002240771260617
668_MoSn,0.2023255626539493
671_NpPd,0.0703951164883882
673_Fe3Ga,-0.1088279660592226
685_Pt2Sn2,-0.2274748906173247
687_In3Ni,0.2402447399500977
692_Fe2Mo,0.8089052993960735
708_Fe4Pd8,0.8340075111538189
710_K2Ge2,-0.1416724648632179
712_PtSb3,0.0037757119550514
724_Mo2W6,0.3719728802045488
728_FeBr3,0.3130408727754359
730_Ni3Ta,-0.1871286724374261
739_Ag2Ta4,0.5628349412683527
741_Cr6Ge2,-0.2224477129566402
745_CaCr3,0.7852050754029234
762_Na2Pt4,0.3152627011305847
765_K2As2,-0.1608951117004919
770_Cr4Sr5,0.8423494786280783
772_PbGe3,0.1001123730519051
788_CrTa3,0.0310400462610473
797_Al2K4,0.155120108336991
798_Ba2Sn4,-0.4831717141879193
804_Au16Sr4,-0.4516277814634968
814_Ag8Mn,0.1166144529993648
815_Pd4Rh,0.0493545376730246
818_Ga3W,0.2579364782583191
819_Au3Nb,-0.0370355227978214
827_Nb3V,0.3420509693834646
832_Ni6P2,-0.3125298444586937
839_Pb4As4,0.0962067827938515
845_Ni3Sb,-0.2230025413726162
846_In2Ta2,0.2468565124577857
926_Nb4Pb4,0.5735621749519426
929_GeP3,0.3912980832327397
937_V4Br2,0.602972819729254
938_Ca4In,-0.0816027239527812
940_BiGe,0.3197912132401441
942_Cu2Ga2,-0.0384632138339466
943_USb,-0.2871926910980855
944_Sb5Ge,0.3160109171990714
946_Al10Ga6,0.095685762753773
959_GaAs2,0.1932450326482199
984_IrV3,-0.3727588195176974
990_Ga16Pt4,-0.0780871849600103
994_Ga3Pt5,-0.561520434446523
995_Cu2Ge4,0.1934571634987148
1001_Ge2Br,-0.0034931880682318
1002_RhV,0.6960338821994467
1008_NpU,0.0077134329019052
1009_RhU,-0.1940488904539723
1012_KPt,0.3818962756672643
1020_MoV4,0.5635547788826841
1024_Fe4Ga2,0.0881069186662758
1027_CaFe,0.6670044540710167
1036_Au16Sr4,-0.4394674910717768
1038_Ag6Al4,-0.0511797502237229
1051_W4Sb16,0.8629071845772032
1053_Cr2Ta6,0.0611923339509843
1059_Ir18Mo6,-0.2434333486468745
1060_CuTh,0.8185751649189763
1070_Ni5Ta,-0.2416319823883223
1077_AgTa7,0.265534970245266
1079_AuGa,0.0772690096115358
1080_AsBr2,0.1644874317319959
1081_Fe3Na,0.7214530138825488
1087_Fe2Pb2,0.2934461841775402
1088_NaPt4,0.9276235444384432
1092_AsBr,0.2720832940127895
1098_Pt2Sn2,-0.0398088134136793
1102_MoSr2,0.9492812964603784
1111_Ag7Al5,-0.0374998018127884
1116_Ir2Ta4,0.1685092472094496
1118_Ag4Al3,-0.0526194813139255
1130_Ir4Mn3,0.1284928555570275
1154_BaIr3,0.8991729438340785
1167_AgTa3,3.130992588674295
1173_GaP4,0.6351338889906983
1179_As4Br2,0.4407940179014631
1188_Ca6P2,-0.6035213080755142
1189_CuBr3,-0.1813563709530927
1194_MnSb8,0.1924240153271862
1196_Ba4Sb2,-0.7672871561808551
1214_GaW3,0.2057357064825211
1220_Ba4As,-0.4649167621253038
1223_Al2Cu,-0.1791318434967745
1225_FePd3,-0.0160473646052743
1227_Mn2W6,0.1105672566669202
1230_Mo5W,0.4296285247493069
1236_Ag2Ge4,0.2981145380044309
1237_CaNi5,-0.1309344261631579
1239_Ba2Sn2,-0.6111419105514235
1240_VW3,-0.0782328929197611
1241_VW2,-0.0960441537532806
1250_Ag2Mn,0.2204605998716194
1252_Cr16Nb4,0.5503360172435151
1261_FePb3,0.8225211552662088
1263_Ni2P4,0.0238628367824442
1265_CsNi,1.2031352450911528
1275_Ca2W2,0.4891521987122589
1277_PtSb3,0.2069259494686512
1287_Nb3Sn,-0.1626790395041961
1289_Bi16I4,-0.1405454727266878
1302_Ir2Pb4,0.1596593003387981
1305_GaW2,0.1380785238708952
1308_Ba2Sn4,-0.5594160073734505
1310_Ag4Mn2,0.5553655597303203
1311_FeW,0.1734095909487258
1352_Fe4Pt8,-0.2230040031542503
1362_CuPb,0.3462815846160936
1363_BaFe2,0.6576172441119587
1370_Cr5Nb24,0.4282415165249063
1384_VBr3,0.6187073980676105
1392_GaNb,-0.1452180837217334
1401_Ir2Na2,0.2327297864083446
1416_Cu2Ge6,0.2952457794634711
1424_Pd12Sb4,-0.3704102548060044
1427_Ni3Sb,-0.1358773065812233
1428_InV,0.4022346652563175
1430_BaCu,0.1183265687375136
1441_BaCu3,0.4070886445157522
1451_PbI2,-0.7771972389298755
1459_CsW,-11.82074013651485
1462_P4Br8,0.1761227743372254
1465_BaAs,-0.8242589244395955
1470_Ir2Na2,0.4811204745271373
1476_Ni3Ta,-0.1899694483609204
1478_Ta2Ge6,0.1118716085629225
1479_Fe6Sb2,0.2828788980736254
1480_Fe2Pb2,0.7151422050452814
1483_Fe2Pb4,0.655256511776629
1486_InIr,0.4610586516897141
1488_IrTa,-0.2715116790559833
1489_Ge2P2,0.1221786004450189
1490_PbSb3,0.1251027141729275
1492_K6Sn2,-0.0242253265418126
1498_CuTh,0.2132029681483676
1507_Ge2As4,0.1162548416320869
1511_V2W,0.1508598416056431
1514_Ga16Pt8,-0.3962004231706816
1519_Cr2Ta4,0.758102563824084
1526_CrTh,1.69171923161423
1527_Ba2Br2,-1.6453708263697826
1528_RhU,-0.2687024518637599
1536_Ta5V,0.0288458920268771
1537_BaV2,0.8221410070346913
1540_Ag3P,0.1704723993172554
1544_Mn2Sb2,0.2537435629950586
1545_Ca4In,-0.0793600515693867
1553_AlTa2,-0.1247615256722092
1554_Ba5P,0.243126367836548
1566_NbP2,-0.6500207683252507
1575_AuP3,0.0329340208447916
1577_Cr4Sn8,-0.0258652017659611
1603_Au3Sr,-0.4641703289192604
1604_Cu16Ni4,0.3643143718723906
1605_Ge8P4,0.2090046404551131
1606_Ba2In4,-0.4937894542599756
1616_Al2K2,0.2424803932814523
1617_AlSr5,0.0473004984587275
1618_AlTa2,-0.1258737631483046
1622_Fe44Mo2,0.2251934174866468
1623_Cr8Pb4,0.6935188602294282
1624_Al3Cu9,-0.0331233459433093
1628_Nb2W2,0.333740593282716
1635_Mn3V,-0.0531336093233463
1650_Eu3As,-0.6824294872306971
1670_InBr3,-0.5579910152995953
1676_Sb4Br12,-0.6157437162277182
1677_Fe8Ir,0.0635756256994726
1682_AcNb,1.5026302900040678
1684_FePb2,0.5941554962577266
1685_Al5Rh7,-0.6383318023359396
1687_CrTa2,-0.0129322637731329
1695_Al4Ce,-0.3227036842435439
1700_Fe2V2,-0.078264600413517
1703_Ba5Ir24,0.5284555203006704
1704_P16Br4,0.2682701181112456
1714_Ba3Ga,-0.0058325030941168
1719_Al3Ga,0.0275824749523612
1721_Al10Au20,-0.3473274178695784
1725_CrNb,0.0447298304455507
1732_PaSr,0.4385685916244535
1733_FeV,0.1213318125962068
1736_CrSr3,0.3991310186583723
1741_Pt8V,-0.2749647122994219
1756_FePb3,0.9449279199060578
1824_Cu3Ga,-0.0800573082827607
1828_Ir4Sn16,-0.249447746255101
1832_Ni4U6,2.4319144975516
1845_SmBi,-0.8891919496746308
1847_Mn16W4,0.4679057054088744
1848_MnNi,0.0683401008984505
1857_CuMo,0.3588543434479447
1861_AsBr8,0.0996156429798001
1864_Fe5W,0.1370840131538635
1869_AlIn3,0.1166018305890035
1873_Al2Sb2,0.181921935434036
1885_Sb2Ge2,0.2790129490215403
1887_Fe5Pd,0.2336302647298455
1897_Cr5Nb,0.0850460954363327
1899_Cr4Rh,0.6346711220946574
1900_CuK,0.5618755958170236
1910_KSn,0.0318888405176593
1912_AcV,0.6825734085499287
1914_Ba3Cu,0.0483975189046881
1915_K2Sn4,-0.1488476600167298
1923_InV,0.8176152594236008
1924_AuNp,2.1495720761711983
1925_Cu44Ni2,0.1180290791446753
1927_Cu6Pt6,-0.119603433327993
1936_WP3,0.3893691915278054
1939_CaCr3,1.0513220301705486
1940_Al3Cr,-0.1551539401644879
1951_Ag4Na2,0.0165116819565905
1958_Ba2Fe2,1.432824894896533
1960_AlRh2,-0.6427034311591117
1963_Mo4P4,-0.5185167056942248
