file_name,value_per_atom,space_group
8_Ge4P12,0.2086850365686645,Pnma
9_Mn8Sb,0.1088367267697947,I4/mmm
18_InSn5,-0.0004405329807042,Cm
20_Sr6Br4,-1.1928946056775946,R-3c
25_Fe4Na8,1.6371448910768656,Pa-3
28_CeSb,-1.0332635248915611,P-6m2
30_In5Br,-0.1449179659511769,Amm2
32_In4Br12,-0.8565492677849518,Pnma
40_Al2Rh,-0.7879958682286438,I4/mmm
46_Cr3Sr,0.7330921242841102,P4/mmm
47_Na2Pt2,-0.0622927350794983,Pmmn
61_NpPd,0.0645258048743269,P-6m2
80_Ag4Al5,0.0050849121442403,I4/mmm
81_Mo2As,0.430459223416058,Fmmm
82_Al2Sn6,0.0934787482373256,Cmcm
85_Ni2Sb,0.1209554596631837,P4/mmm
99_Al2Pd2,-0.7471028637113477,P4/nmm
109_V2Br2,-0.1510803872846198,P4/nmm
128_As4Br2,0.1886815862388336,I4_1/amd
130_GaP,0.2827077846157659,Pm-3m
132_Au2In4,-0.1418995868927499,Pnnm
135_Pt8Sn4,-0.3379489042611444,I4_1/amd
136_Cu6Pt4,-0.1196874372681321,P1
143_Ba2Pt2,-0.4142137698980046,P6_3/mmc
151_Ir2Mo4,0.2558778878110732,Pnnm
153_Al3V,-0.2967745434488575,I4/mmm
158_Cu2Ge4,0.1885786881460269,Pnnm
162_FeAs3,0.0881821666677709,Imm2
163_As3Br,0.2126619543483046,P4/mmm
175_Fe3As,0.0166827533278075,Cmmm
200_CsW,2.392753487086816,P-6m2
201_CrPd,0.7786205625391744,Fm-3m
203_NaPb3,-0.0546219459481367,Fm-3m
204_Ni3Sb,-0.1361405822875303,I4/mmm
206_Cr12W18,0.3346698123646452,P4_2/mnm
207_CrRh3,-0.0699913797349944,I4/mmm
208_PI,0.6765507848780659,R-3m
213_Mn2Sn2,0.1906174282030415,I4_1/amd
214_PI,0.6761453129882056,R-3m
218_Ag5Al2,-0.0047721081775178,I4/mmm
230_Cu7Pt5,-0.1185395596556523,P1
