file_name,value_per_atom
3_Mn4Sb2,0.4959808317815088
15_CuNb,0.2119333832970964
20_Sr6Br4,-1.1928946056775946
22_RhGe3,-0.0905160589754983
24_Cu2Ga2,-0.0461503759196872
38_SbP,-0.0401790750342963
44_NiPt,-0.0435195877614695
52_Ca4Ta2,0.53492339105963
60_CuMn3,0.2690644181336781
74_SmSb,-1.3450050363071764
75_Fe8Pt,-0.0521674073461721
81_Mo2As,0.430459223416058
86_Ni2Sb2,-0.0582208439969926
88_Ag2Al2,-0.0094356971058457
89_Ba2Ge2,-0.1168555505437622
90_IrSn,-0.0646903528158198
94_Al2Pd2,-0.7411901811862194
103_Fe2Pt,0.98433841365906
108_Fe2Pb2,0.4067883133950829
109_V2Br2,-0.1510803872846198
115_CrRh2,-0.0464562337250219
119_IrP,-0.126183099143863
122_Na2Pt,-0.1094687629154324
125_Nb4I16,-0.5983008791202679
127_Ge4As2,0.2688744583085179
132_Au2In4,-0.1418995868927499
139_NpSb,-0.4497482521408535
144_CaRh4,-0.0123593460472001
146_RbRh,1.0519039009339617
162_FeAs3,0.0881821666677709
167_Al3P,0.1003177873692511
172_CuTh,0.7968494262166388
189_CaW2,0.6406378987075527
195_Ni6Ge18,0.2198266953462753
203_NaPb3,-0.0546219459481367
211_WSb,0.5521977096633099
212_Fe2Ga4,-0.1746195386096053
216_Cr5Rh4,0.043413251064886
217_Ge8Br,0.2846492762005539
234_Ag5In,0.0038147416913586
235_PAs3,0.5081874789383827
238_In4Pb16,0.2226825117026813
242_Ag7Ta,0.3318113890532039
248_Cu5Pt7,-0.1172246329049636
267_CrP7,0.6510238187764203
275_V4W4,0.2378765211926374
278_Al12Sn4,0.1373679800708411
279_Ba2Cu4,0.1679982061833745
281_YbBi,-0.1419430461440991
282_V2W,0.1508598416056431
287_Ca12Mo4,0.6399058390486374
288_As2Br6,0.3046454324844947
307_NbW3,0.4627843224115704
310_Ba6Sn2,-0.1445053251641583
311_Fe3Pd,0.0705064552450434
313_AgSn,0.0409468929222187
314_Mo3Ta,-0.1259140954870599
