file_name,value_per_atom
2_Ni4Ta6,0.1017402497441466
8_Ge4P12,0.2086850365686645
9_Mn8Sb,0.1088367267697947
14_Pd2Ta2,-0.3572595305178883
27_Cr4Sr5,0.8411270269282158
28_CeSb,-1.0332635248915611
34_Nb4W8,0.1253886633291424
47_Na2Pt2,-0.0622927350794983
51_Ag2Br2,-0.4385558393715043
55_AgMn,0.829020340298344
59_GaNp,-0.1856436631432938
61_NpPd,0.0645258048743269
62_FeIr2,0.0148692361136006
66_CsSb,-0.1281485487240288
68_FePb3,0.7885119954880766
70_Al3Nb,-0.4241836065132585
79_Ag2Al6,0.0341048023002974
91_V3Br,0.5709922328291892
105_Cr3W,0.0703150051877337
107_Cr2Sn2,0.2026693071890291
112_VBr3,-0.2619159193614142
117_Mn2Sn,0.2038638021403187
126_Ta4Ge2,0.5502794154585248
128_As4Br2,0.1886815862388336
145_Cu4Fe8,0.9290346282517644
159_CrMn,0.2433130873062836
166_K4Sn2,0.0339120821430973
177_Au3Sr,0.7382655086643606
180_Pd2Rh2,0.0643234389585014
182_Cu6Ni2,0.1032142976761845
187_Ta2Ge2,0.1017352688524066
191_Mo4Nb,1.5855713652165122
198_K8P4,-0.0861383471739086
199_Al2V,3.021478292177701
202_K3Na,0.0175885883206032
207_CrRh3,-0.0699913797349944
213_Mn2Sn2,0.1906174282030415
214_PI,0.6761453129882056
218_Ag5Al2,-0.0047721081775178
222_BaIr2,1.7617864823163814
223_Pd12Ta18,-0.1882194332244068
225_AlPd2,-0.7917135539533374
226_Al4Pb2,0.4596315211143362
230_Cu7Pt5,-0.1185395596556523
251_Ba2Ni2,0.597629677831121
252_AuPt,1.1568970335132995
253_Cu3Ge4,0.2297082476966535
262_BaBr3,-1.4692358460725734
263_Fe2Pb2,1.224709304364091
264_Cr4P,0.722891464014863
265_Pd16Ta14,-0.2155509804832832
269_SnP3,0.5314056150159168
272_NbPb3,0.5071251497625129
274_CsBr,-1.85028031224608
284_Cu6Pt6,-0.0941277396963631
289_P5As,0.7837244693717675
292_Ga14Pt6,-0.5450134948837502
294_RhU,-0.4408425554688815
295_Fe2Pb,1.38281204978178
297_FePd3,-0.1061349423812592
302_CuK,0.4781945344055849
306_Na2Pt2,0.0534883309573936
328_Ba2In,-0.3119255525568878
329_SnTa,1.464329287677855
331_VW2,-0.0937538236216634
338_Nb2V,0.0503705615820422
349_Ga2As2,0.2211742613306651
350_FeAs3,0.2431374712098151
353_Fe8Pd4,0.8325658894387308
