file_name,value_per_atom,space_group
11_Mo3W3,-0.0006663757429568,C2/m
16_Ac4I6,-1.145669893512698,R-3c
23_CuEu,-0.1598074136543927,Pm-3m
29_Nb2W6,0.3700803438589179,Pmmn
30_In5Br,-0.1449179659511769,Amm2
47_Na2Pt2,-0.0622927350794983,Pmmn
49_Al3Sb5,0.2406565035847956,Cmmm
51_Ag2Br2,-0.4385558393715043,P2_1/m
64_Ag3Al5,-0.0039340081548497,P1
70_Al3Nb,-0.4241836065132585,I4/mmm
74_SmSb,-1.3450050363071764,P-6m2
78_Ni4Sb2,0.1770521249294952,I4_1/amd
80_Ag4Al5,0.0050849121442403,I4/mmm
84_AcMn,0.3485148062906855,P4/mmm
93_GaGe,-0.0146410194391521,R-3m
94_Al2Pd2,-0.7411901811862194,P4/nmm
101_CrW3,0.0537844050765876,P4/mmm
109_V2Br2,-0.1510803872846198,P4/nmm
113_CsV,-0.1117365929441112,P-6m2
123_WP,0.5181687470777128,F-43m
128_As4Br2,0.1886815862388336,I4_1/amd
129_InPt,-0.2747187912913738,Fm-3m
134_Au4Sr16,-0.1130436182400256,I-43m
135_Pt8Sn4,-0.3379489042611444,I4_1/amd
136_Cu6Pt4,-0.1196874372681321,P1
146_RbRh,1.0519039009339617,P-6m2
149_PdRh2,0.0679740127382568,I4/mmm
155_NiAs3,0.142732757003877,P4/mmm
158_Cu2Ge4,0.1885786881460269,Pnnm
161_Ni2Ta4,0.6395073564584782,Fd-3m
163_As3Br,0.2126619543483046,P4/mmm
165_Ni2Sn,-0.1054898433116857,I4/mmm
171_Cu5Pt5,-0.1138101380258533,P1
180_Pd2Rh2,0.0643234389585014,P4/nmm
187_Ta2Ge2,0.1017352688524066,P4/nmm
190_CrCu,0.99933812170078,Fm-3m
191_Mo4Nb,1.5855713652165122,Im-3m
199_Al2V,3.021478292177701,Fmmm
206_Cr12W18,0.3346698123646452,P4_2/mnm
210_Al18Pb6,0.208434471028663,Pmmn
217_Ge8Br,0.2846492762005539,I4/mmm
222_BaIr2,1.7617864823163814,Fm-3m
223_Pd12Ta18,-0.1882194332244068,P4_2/mnm
228_Ge3P,0.4028421099060848,Pmmm
239_Pb2Sb6,0.156305874512693,Cmcm
247_Ba4Ir2,1.2154619112347849,Fd-3m
248_Cu5Pt7,-0.1172246329049636,P1
254_NbP2,-0.6493615298102936,I4/mmm
256_CuIr,1.783717347151633,F-43m
259_K2As2,-0.160004924188351,P4/nmm
277_Ba2Cu2,-0.0169725723717149,Cmcm
